wallet,n_transactions,n_deposits,n_borrows,n_repays,n_liquidations,total_deposit_usd,total_borrow_usd,total_repay_usd,activity_days,borrow_to_deposit_ratio,repay_to_borrow_ratio,liquidation_rate,credit_score
0x00000000001accfa9cef68cf5371a23025b6d4b6,1,1,0,0,0,1987.6636548592714,0.0,0.0,1,0.0,0.0,0.0,702.4261884828586
0x000000000051d07a4fb3bd10121a343d85818da6,1,1,0,0,0,285.69448036149265,0.0,0.0,1,0.0,0.0,0.0,702.2325083787056
0x000000000096026fb41fc39f9875d164bd82e2dc,2,2,0,0,0,0.005152310624158186,0.0,0.0,2,0.0,0.0,0.0,703.3338472416222
0x0000000000e189dd664b9ab08a33c4839953852c,17,0,0,0,0,0.0,0.0,0.0,8,0.0,0.0,0.0,713.3333333333334
0x0000000002032370b971dabd36d72f3e5a7bf1ee,399,250,15,4,0,925490.6969600008,130355.75475607083,70150.26379074076,104,0.14085042149451746,0.5381447403070924,0.0,859.0159334888396
0x000000000a38444e0a6e37d3b630d7e855a7cb13,25,7,8,5,0,18390.665686010514,11631.431210321323,11640.280239622172,15,0.632463849265074,1.0007607859377612,0.0,926.030972226097
0x000000003853fcedcd0355fec98ca3192833f00b,8,8,0,0,0,0.09826816369894827,0.0,0.0,4,0.0,0.0,0.0,706.6760401209168
0x000000003ce0cf2c037493b1dc087204bd7f713e,492,309,30,16,0,672499.5759299963,134825.70525390722,2745.9674747017425,108,0.20048444650311847,0.020366794815057456,0.0,755.4335072809389
0x000000007858e6f2668e1e06111cfa24403a5466,1,1,0,0,0,0.14216066648145406,0.0,0.0,1,0.0,0.0,0.0,701.6799588456693
0x00000001a0f57e850c9db68b4a9bc34677437c5c,1,1,0,0,0,1.7666525037857388,0.0,0.0,1,0.0,0.0,0.0,701.7684304773674
0x0000000506063a51c6ce59906d8c40f7d7fe92a7,69,26,24,9,0,799991.6941682948,597501.9617796154,597568.679828446,3,0.7468852066030557,1.000111661639791,0.0,897.0379778453884
0x00000029ff545c86524ade7caf132527707948c4,47,12,12,12,0,4223576.434229029,2728428.5255729766,2718056.015133089,2,0.6459995617602747,0.9961983572805121,0.0,904.1484588697564
0x00000087c4cebffb95746d1935de7fbcab092f40,250,86,62,45,0,2131004.7247537943,1265148.940151578,1236773.7492266344,19,0.593686595555412,0.9775716597276333,0.0,928.6848140490567
0x000000e28faa823d5b53ff6c2922c28335840375,297,107,66,63,0,3709065.7996441405,2977862.7996136593,2270684.973261751,61,0.8028606016909607,0.7625216895675462,0.0,883.503784112615
0x000006eee6e39015cb523aebdd4d0b1855aba682,28,11,4,1,3,77871.46331912852,24758.96632948498,23151.274780815504,12,0.3179465913979188,0.9350662896312069,0.75,608.1671478759081
0x00000a9c78912badb92d73b6ed26456e11def5eb,1,1,0,0,0,1.6927543127773312,0.0,0.0,1,0.0,0.0,0.0,701.765723124454
0x00001bc47f0973f794f79c16121cee879e272d6a,4,0,0,0,0,0.0,0.0,0.0,4,0.0,0.0,0.0,706.6666666666666
0x00002b503a75998c97508916a74fdb41934fa030,147,27,47,45,0,2385945.7028345726,2401891.8174879523,1924330.2671071426,35,1.0066833518610399,0.8011727477050681,0.0,850.4360381307233
0x0000897253cc85f7547317eb2080b36b3255687a,2,1,0,0,0,466.1857620663897,0.0,0.0,2,0.0,0.0,0.0,703.9480060289354
0x0000b252c943089fbba5554a1d196ef79bc77e4f,1,1,0,0,0,1.116218296466259,0.0,0.0,1,0.0,0.0,0.0,701.7416297340022
0x0000ce08fa224696a819877070bf378e8b131acf,14,3,1,0,0,1943.2214782403355,1257.9326580280358,0.0,8,0.6473439451519154,0.0,0.0,714.140491236323
0x00010a708585ba4812a1c5976182626c75cb7a6b,29,9,6,7,0,1266.163822154934,1136.6818243501828,435.62096512585373,11,0.8977367734418594,0.38323914027119166,0.0,756.2122892078646
0x00016fc0c9f7620e920e1423fd455f9574f48025,2,2,0,0,0,3.1457592760046476,0.0,0.0,2,0.0,0.0,0.0,703.4755419283916
0x0002761e848b24046a53d494847b11a3e1d36b09,1,1,0,0,0,1.0022621744374796,0.0,0.0,1,0.0,0.0,0.0,701.7360944295248
0x00027e45436f11ec8549b7d5e0b86748ee61c13d,2,2,0,0,0,1.0112506095471125,0.0,0.0,2,0.0,0.0,0.0,703.4032090055726
0x0003816b25fd3d6c112eb65c089760fa3f791947,4,1,1,1,0,7122.699059900505,2946.5930000000017,2946.9505000000063,1,0.4136905090640123,1.0001213265625775,0.0,902.5884011654928
0x0003bbb966655dc0fbbb380797b07fc547e9ddc5,37,12,5,0,0,2273.7194871873667,917.4028183810866,0.0,20,0.40348109058779763,0.0,0.0,734.140177460745
0x0003d4fb942d0cad7fa1b658ad6d46ef6c15f11b,2,1,0,0,0,1049.4935366497111,0.0,0.0,1,0.0,0.0,0.0,702.362368203429
0x0003f46779806fe779e7f30eec95dbdb4d45840b,24,8,6,5,0,2186.046136065428,2095.927039250547,1474.2672201061496,6,0.9587752996937737,0.7033962502021598,0.0,799.7604303731308
0x0004849537dab5c33fc8c494d05313dfbe2d99f3,10,2,3,1,0,994.0621402142455,505.6751402199634,543.4854055313201,6,0.5086957039838351,1.0747718491656713,0.0,910.7313711786624
0x0004a89403e17f544bfbd25ecb1a7d9215a1d61b,2,1,1,0,0,2741.7593619490026,518.3127324254524,0.0,1,0.18904384521076475,0.0,0.0,702.4756477950268
0x0004d4112ee696dabc22b221bef156ecdaeb1a59,6,2,1,1,0,35.39571748035012,22.653259187424077,22.653259187424077,1,0.64,1.0,0.0,902.0745033879232
0x0005696d4be2359526c497fe4a4c0620b41f2426,7,1,1,1,0,735.6873206985615,593.7611376147482,592.9530021211905,2,0.807083554261817,0.9986389552256583,0.0,882.3637406612099
0x000660cad76200a2e326f53e033919905e6c50f5,1,1,0,0,0,1.06485257555633,0.0,0.0,1,0.0,0.0,0.0,701.7391725498549
0x00069a4bf1b2a8d5eded8e91347dbaa70796ff54,1,1,0,0,0,1.1536765310394421,0.0,0.0,1,0.0,0.0,0.0,701.7433843062832
0x00080000158a9930aeb508823103b0a977161c47,2,2,0,0,0,2.6175135989121427,0.0,0.0,2,0.0,0.0,0.0,703.4619120272051
0x00099b1263c22ae2ce0a52624cef2a012e751970,2,2,0,0,0,1.0581473433072288,0.0,0.0,2,0.0,0.0,0.0,703.405513956357
0x0009ce45d5df78e632a0b4987079432dfba2253a,1,1,0,0,0,0.032446847156000054,0.0,0.0,1,0.0,0.0,0.0,701.6698598231442
0x000a27ba176083e4b50177378cbe7469a00dd557,12,4,2,2,0,277.8849972393591,160.3863100380374,160.22581757470164,4,0.5771679350500776,0.9989993381399092,0.0,907.0750460180691
0x000a3d1bef684a7c029267a26068de56b1c1b4dc,43,18,8,5,0,25174.456833642937,13419.050139675852,13381.494379508398,10,0.5330422907771636,0.9972013100944892,0.0,917.163015209458
0x000ab43e658935ba39504a1424b01756c1e9644c,2,1,1,0,0,0.1136523793834397,0.011365237938343969,0.0,1,0.09999999999999999,0.0,0.0,701.6784465362042
0x000bc61d0a2dfee19346ad4d1fce2fa3c099e0cb,77,49,0,0,0,2616.0044775996926,0.0,0.0,35,0.0,0.0,0.0,750.7869785613495
0x000c8e2871750f458bf1de8ab528dda09bc95db6,4,1,1,1,0,5480.588573862458,2366.767191230522,2366.767191230522,1,0.43184544129400626,1.0,0.0,902.5634725998827
0x000cdb5d7a2cda2947603f2993f05db57e3197dc,71,20,20,17,0,187.61063040332172,963.8765146793129,933.0977900335208,32,5.137643387302679,0.9680677719842232,0.0,56.789844698395534
0x000cef8f0ab0a2fadbecaeb92e8781ab3e04b01e,6,4,1,1,0,282.1056376025053,40.10267633402084,40.31433339845019,3,0.14215482070771884,1.0052778787796213,0.0,905.577829705013
0x000d0ccd6b0e27ce38018b1304ef4f2cd345b636,1,1,0,0,0,0.0012181088062153706,0.0,0.0,1,0.0,0.0,0.0,701.666788403418
0x000dd5baf04ffe492508f5f45ac3d9374b193f57,1,1,0,0,0,0.13920558505203293,0.0,0.0,1,0.0,0.0,0.0,701.6796997830938
0x000deb0c92e6d3da7f77ed01b8473b3f7f4efc39,8,1,3,2,0,760.4061861653315,886.7244790708098,503.6501564107848,4,1.1661194966633446,0.5679894581669326,0.0,727.7813986668327
0x000df66a4ac5991f672ae2db1e8fc38f1e7d46d9,8,6,0,0,0,7134.806489127495,0.0,0.0,7,0.0,0.0,0.0,712.5539547223003
0x000e840a3122ec28d0c29321db172375cb049762,10,5,2,2,0,967.8323802710293,216.8257036891647,217.3913973215126,5,0.22403228917433554,1.0026089786530055,0.0,909.041138657787
0x000e9bd1d42999446d60ff60f1fb3afb13604202,22,8,6,4,0,82.45110016915315,34.630956155900854,35.37800801727156,3,0.420018120860164,1.021571794264289,0.0,905.4771379775377
0x000eab293e332bd6e67018a9150e8807bfac3233,1,1,0,0,0,1.097254760600487,0.0,0.0,1,0.0,0.0,0.0,701.7407295899333
0x000f3b3cba440b4bd611d2ac4b6271400fb1e4e1,2,1,0,0,0,102.37738923188869,0.0,0.0,2,0.0,0.0,0.0,703.797171959869
0x000f4432a40560bbff1b581a8b7aded8dab80026,25,7,6,3,0,31488.764002887656,17603.97911970302,17566.377247476397,6,0.5590558942894253,0.9978640129046428,0.0,910.6529512683636
0x000f7f22bfc28d940d4b68e13213ab17cf107790,73,26,19,13,0,57565565.509212136,47039763.547650725,46907451.02752621,3,0.8171510716788324,0.997187219702104,0.0,882.8538001111408
0x000f908720f9ce164d90f4fc89459fab4442907f,96,32,30,17,0,1663.4251937312324,1355.0137154744618,1351.0568899319198,2,0.8145925170431186,0.9970798631059196,0.0,880.6320851760389
0x000fbfec300959d0f2f327728a889c1f5de8e2df,8,3,1,1,0,607.3427750185859,140.01063060029028,139.70001148776586,4,0.2305298364601533,0.9977814605134435,0.0,906.8847463027356
0x0011730224657eb527cf736039854c3a3f140e63,4,1,1,1,0,1507.324205025002,738.0253561825903,738.0253561825903,1,0.48962615588751107,1.0,0.0,902.438372842708
0x00120ea6fdbaf057eadc1bd149f957488444e92c,4,2,1,1,0,261.125891711734,2.602967788219515,2.6163774015531507,1,0.00996824853773222,1.005151663187814,0.0,902.2245372797157
0x0012668072f7e0579caf7e047713d8b6d476d0db,2,2,0,0,0,2.2961814875215225,0.0,0.0,2,0.0,0.0,0.0,703.4526098006827
0x00129c4ce6be31b273de64c65ff3fcdd4706a002,231,101,24,93,2,24971.862812412273,14463.747529345674,4303.809157276694,31,0.5792017855454685,0.29755837126890133,0.08333333333333333,777.2365859064811
0x0012a7f00af8a643ba5a6aa187f915b4c13289df,1,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,701.6666666666666
0x00130437654e7e86cbbeeaf34f4771df6a1fb45c,1,1,0,0,0,0.20424043145808832,0.0,0.0,1,0.0,0.0,0.0,701.6852515687519
0x00133f29e7d424f4e5773532b3fc35d020e9c54e,2,2,0,0,0,2.4353377818598245,0.0,0.0,2,0.0,0.0,0.0,703.4567448589504
0x0014dfac19477a83d7354e6eaac28642c1959398,36,10,6,9,0,86721.51626282625,18149.001627910842,18188.824774686098,12,0.20927910869208974,1.002194233467587,0.0,921.1560491240746
0x001589fe1923c2118f34e4277f2ef650fcbf0161,30,19,2,0,0,18831.760523933797,1419.946916528213,0.0,18,0.07540170844481395,0.0,0.0,730.9916043764362
0x00159370cbe576b765a7fb2e78582e0cb563d445,19,10,7,0,0,3052.5904399128653,2945.9318473973876,0.0,9,0.9650596453684359,0.0,0.0,662.8580144389388
0x0015b3f0266cd7b1f4105cf8180d37e7bd0ccead,2,1,0,0,0,14.143677216766179,0.0,0.0,1,0.0,0.0,0.0,701.9384249766081
0x0016469a65facda9e86fd0ae0e9661128843c224,2,1,1,0,0,0.020668510838366422,0.004676133673838557,0.0,1,0.2262443438914027,0.0,0.0,701.669169546129
0x0016dcd1d3c93067dce5bb30dc33258f36d33308,1,1,0,0,0,0.20245672002376752,0.0,0.0,1,0.0,0.0,0.0,701.6851033397352
0x00183135585d70a523d61b2e43037a7138b36906,54,15,13,10,0,5069.1867720319915,3849.7900537521605,1709.0734256336661,21,0.7594492424292676,0.4439393841666598,0.0,812.8076332102348
0x00184e8aa1e95f491f2d9601e12b540092160ded,4,1,1,1,0,102.30571110800008,24.98479710580002,24.98479710580002,1,0.24421703182752486,1.0,0.0,902.1520963954365
0x0018583d7654803d2c59467e10dec5f70bbe1851,72,72,0,0,0,0.0007214676583205847,0.0,0.0,11,0.0,0.0,0.0,718.3334054540859
0x001875a076b3cfe1c9535d76b0345c16e3d61118,2,2,0,0,0,2.259609878203448,0.0,0.0,2,0.0,0.0,0.0,703.4514940852289
0x0018d044b946ede86b43bb3b964a45772a5abeb9,22,9,2,2,0,33498.02454204078,1.1215514727063227,1.121345368530205,8,3.348112278378536e-05,0.9998162329762535,0.0,914.3385104364644
0x0019971fb18fbfc9108d90eb2cdd4d5a0a897eee,5,0,1,2,0,0.0,79.00412443596895,158.72329212505053,2,0.0,2.0090507078993345,0.0,903.7715411522129
0x0019bd9f6142943f3a03a8a62d0001a95213f555,1,1,0,0,0,0.1266083922640406,0.0,0.0,1,0.0,0.0,0.0,701.6785878363313
0x001b024b98ee862aa01eea595c4c16a0213d2611,2,1,1,0,0,901.2925262863051,498.74059439622636,0.0,1,0.5533615112190513,0.0,0.0,702.3911631853468
0x001bc3cfc3eed892dd6de07807333f2b05c5b4e9,32,10,6,7,0,407.79274415290837,234.87821429900868,235.2622310010467,6,0.5759744813187195,1.0016349609229793,0.0,910.6467187661452
0x001bc97d92e1a30b02d4e75be25f06063555d556,45,12,10,9,0,114723.42231228866,54445.837409092936,54503.63129933802,5,0.4745834487127302,1.0010614932746986,0.0,909.537199427407
0x001be549fa377710b9e59d57bbdf593ce1e379ca,2,2,0,0,0,16.47047136709072,0.0,0.0,2,0.0,0.0,0.0,703.6193845438632
0x001c88d92d199c9eb936ed3d6758da7c48e4d08e,2,2,0,0,0,1.822345610280172,0.0,0.0,2,0.0,0.0,0.0,703.4370901649245
0x001d2a3192a49e28cac0a7abcaa916648c62b982,1,1,0,0,0,1.5659901853326883,0.0,0.0,1,0.0,0.0,0.0,701.7609011107962
0x001d4aa3f14b6e0019e5615e9c8eb50659061220,1,1,0,0,0,1.1337851305503868,0.0,0.0,1,0.0,0.0,0.0,701.7424564125887
0x001f96b7e19a54ae45f451b0148336504d03fdcf,1,1,0,0,0,5.666408226639781e-10,0.0,0.0,1,0.0,0.0,0.0,701.6666666667232
0x001fbfc5e2b56d372d642f5f1b52b5cde4584779,6,5,0,0,0,1196.3032316799445,0.0,0.0,5,0.0,0.0,0.0,709.0421160333193
0x00202f8f6bb6f100241ce0726922f2bd4c7196ee,1,1,0,0,0,0.02360514637371101,0.0,0.0,1,0.0,0.0,0.0,701.6689997519677
0x0020c5222a24e4a96b720c06b803fb8d34adc0af,1,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,701.6666666666666
0x0021be1d33a577bf5ede730a6b5d5d9f878ba7e4,2,2,0,0,0,1.167477656127134,0.0,0.0,2,0.0,0.0,0.0,703.4106897454361
0x00222d56e0509a5e9ab05c588c548290a5e9f876,1,1,0,0,0,1.10570237623672,0.0,0.0,1,0.0,0.0,0.0,701.7411315748566
